"コード
4桁",バス停・駅電停・港・空港名,ターミナル種類・鉄道路線等,地域,住所,備考
5031,田中橋南詰,,小田郡矢掛町,小田郡矢掛町内田,
5032,谷川内,,小田郡矢掛町,小田郡矢掛町東三成,
5033,谷天満,,小田郡矢掛町,小田郡矢掛町宇内,
5034,谷本入口,,小田郡矢掛町,小田郡矢掛町宇角,
5035,谷本上,,小田郡矢掛町,小田郡矢掛町宇角,
5036,田渕（木花神社）,,小田郡矢掛町,小田郡矢掛町内田,
5037,田町,,小田郡矢掛町,小田郡矢掛町小林,
5038,多和上（ごみＳ）,,小田郡矢掛町,小田郡矢掛町東三成,
5039,多和下,,小田郡矢掛町,小田郡矢掛町東三成,
5040,茶臼山入口（ごみＳ）,,小田郡矢掛町,小田郡矢掛町東三成,
5041,町営小田住宅前（ごみＳ）,,小田郡矢掛町,小田郡矢掛町小田,
5042,町営住宅入口,,小田郡矢掛町,小田郡矢掛町里山田,
5043,寺迫入口,,小田郡矢掛町,小田郡矢掛町小田,
5044,寺迫公会堂,,小田郡矢掛町,小田郡矢掛町小田,
5045,寺迫第三（ごみＳ）,,小田郡矢掛町,小田郡矢掛町小田,
5046,寺原上,,小田郡矢掛町,小田郡矢掛町上高末,
5047,寺原下,,小田郡矢掛町,小田郡矢掛町上高末,
5048,土井,,小田郡矢掛町,小田郡矢掛町上高末,
5049,土井ヶ原入口,,小田郡矢掛町,小田郡矢掛町小田,
5050,土井ヶ原上,,小田郡矢掛町,小田郡矢掛町小田,
5051,土井ヶ原下,,小田郡矢掛町,小田郡矢掛町小田,
5052,東郷,,小田郡矢掛町,小田郡矢掛町東川面,
5053,常盤橋北詰,,小田郡矢掛町,小田郡矢掛町内田,
5054,殿ヶ市（お堂）,,小田郡矢掛町,小田郡矢掛町上高末,
5055,中,,小田郡矢掛町,小田郡矢掛町本堀,
5056,中畦入口,,小田郡矢掛町,小田郡矢掛町宇角,
5057,中畦上,,小田郡矢掛町,小田郡矢掛町宇角,
5058,中畦下,,小田郡矢掛町,小田郡矢掛町宇角,
5059,中小田公会堂,,小田郡矢掛町,小田郡矢掛町小田,
5060,中小田東,,小田郡矢掛町,小田郡矢掛町小田,
5061,中小田東入口,,小田郡矢掛町,小田郡矢掛町小田,
5062,中川公民館,,小田郡矢掛町,小田郡矢掛町本堀,
5063,中公会堂,,小田郡矢掛町,小田郡矢掛町本堀,
5064,中原下,,小田郡矢掛町,小田郡矢掛町中,
5065,中原上,,小田郡矢掛町,小田郡矢掛町中,
5066,中原中,,小田郡矢掛町,小田郡矢掛町中,
5067,長屋池,,小田郡矢掛町,小田郡矢掛町横谷,
5068,南原上,,小田郡矢掛町,小田郡矢掛町南山田,
5069,南原下,,小田郡矢掛町,小田郡矢掛町南山田,
5070,西川面,,小田郡矢掛町,小田郡矢掛町本堀,
5071,西川面上集会所,,小田郡矢掛町,小田郡矢掛町西川面,
5072,西土井,,小田郡矢掛町,小田郡矢掛町東三成,
5073,ネバーランド前,,小田郡矢掛町,小田郡矢掛町矢掛,
5074,農機具倉庫前,,小田郡矢掛町,小田郡矢掛町小田,
5075,農協矢掛支店,,小田郡矢掛町,小田郡矢掛町小林,
5076,能仁寺入口,,小田郡矢掛町,小田郡矢掛町小林,
5077,羽賀池,,小田郡矢掛町,小田郡矢掛町小田,
5078,羽賀峠,,小田郡矢掛町,小田郡矢掛町小田,
5079,橋本,,小田郡矢掛町,小田郡矢掛町里山田,
5080,橋本公会堂,,小田郡矢掛町,小田郡矢掛町里山田,
5081,長谷,,小田郡矢掛町,小田郡矢掛町横谷,
5082,畑ヶ中入口,,小田郡矢掛町,小田郡矢掛町里山田,
5083,畑ヶ中,,小田郡矢掛町,小田郡矢掛町里山田,
5084,八屋,,小田郡矢掛町,小田郡矢掛町江良,
5085,羽無上,,小田郡矢掛町,小田郡矢掛町上高末,
5086,羽無下（三叉路）,,小田郡矢掛町,小田郡矢掛町上高末,
5087,羽無集会所,,小田郡矢掛町,小田郡矢掛町上高末,
5088,羽無中,,小田郡矢掛町,小田郡矢掛町上高末,
5089,馬場,,小田郡矢掛町,小田郡矢掛町上高末,
5090,土生公会堂,,小田郡矢掛町,小田郡矢掛町里山田,
5091,林田入口,,小田郡矢掛町,小田郡矢掛町小田,
5092,原,,小田郡矢掛町,小田郡矢掛町宇内,
5093,原（お堂）,,小田郡矢掛町,小田郡矢掛町横谷,
5094,原ヶ市橋,,小田郡矢掛町,小田郡矢掛町宇内,
5095,原上,,小田郡矢掛町,小田郡矢掛町横谷,
5096,日置谷公会堂,,小田郡矢掛町,小田郡矢掛町小田,
5097,日置谷第二,,小田郡矢掛町,小田郡矢掛町小田,
5098,日置谷第一（ごみＳ）,,小田郡矢掛町,小田郡矢掛町小田,
5099,東川面,,小田郡矢掛町,小田郡矢掛町東川面,
5100,東川面公会堂,,小田郡矢掛町,小田郡矢掛町東川面,
5101,東組入口,,小田郡矢掛町,小田郡矢掛町西川面,
5102,東谷,,小田郡矢掛町,小田郡矢掛町宇角,
5103,東土井（お堂）,,小田郡矢掛町,小田郡矢掛町東三成,
5104,東三成集会所,,小田郡矢掛町,小田郡矢掛町東三成,
5105,日妻公会堂,,小田郡矢掛町,小田郡矢掛町浅海,
5106,日妻東（薬師堂）,,小田郡矢掛町,小田郡矢掛町浅海,
5107,平宇角上,,小田郡矢掛町,小田郡矢掛町下高末,
5108,平宇角下,,小田郡矢掛町,小田郡矢掛町下高末,
5109,平林,,小田郡矢掛町,小田郡矢掛町横谷,
5110,平矢下,,小田郡矢掛町,小田郡矢掛町宇内,
5111,広石公会堂前,,小田郡矢掛町,小田郡矢掛町南山田,
5112,福頼神社前,,小田郡矢掛町,小田郡矢掛町横谷,
5113,藤ノ棚,,小田郡矢掛町,小田郡矢掛町東三成,
5114,仏田,,小田郡矢掛町,小田郡矢掛町西川面,
5115,仏田上,,小田郡矢掛町,小田郡矢掛町西川面,
5116,仏田下,,小田郡矢掛町,小田郡矢掛町西川面,
5117,武答神社下,,小田郡矢掛町,小田郡矢掛町小田,
5118,古屋谷橋西詰,,小田郡矢掛町,小田郡矢掛町内田,
5119,宝泉寺（裏）,,小田郡矢掛町,小田郡矢掛町横谷,
5120,堀,,小田郡矢掛町,小田郡矢掛町矢掛,
5121,堀越中（山王会館）,,小田郡矢掛町,小田郡矢掛町小田,
5122,堀越中（日吉神社）,,小田郡矢掛町,小田郡矢掛町小田,
5123,堀越西,,小田郡矢掛町,小田郡矢掛町小田,
5124,堀越東,,小田郡矢掛町,小田郡矢掛町小田,
5125,毎戸,,小田郡矢掛町,小田郡矢掛町浅海,
5126,毎戸公会堂,,小田郡矢掛町,小田郡矢掛町浅海,
5127,毎戸下池,,小田郡矢掛町,小田郡矢掛町浅海,
5128,正清上,,小田郡矢掛町,小田郡矢掛町西川面,
5129,正清下,,小田郡矢掛町,小田郡矢掛町西川面,
5130,三ヶ原上,,小田郡矢掛町,小田郡矢掛町下高末,
5131,三ヶ原下,,小田郡矢掛町,小田郡矢掛町下高末,
5132,三ヶ原集会所,,小田郡矢掛町,小田郡矢掛町下高末,
5133,三ヶ原中,,小田郡矢掛町,小田郡矢掛町下高末,
5134,美川公民館,,小田郡矢掛町,小田郡矢掛町下高末,
5135,美川小学校前,,小田郡矢掛町,小田郡矢掛町下高末,
5136,三谷駅,,小田郡矢掛町,小田郡矢掛町東三成,
5137,三谷公民館,,小田郡矢掛町,小田郡矢掛町横谷,
5138,三谷集会所前,,小田郡矢掛町,小田郡矢掛町東三成,
5139,三谷小学校前,,小田郡矢掛町,小田郡矢掛町東三成,
5140,三谷保育園,,小田郡矢掛町,小田郡矢掛町東三成,
5141,南山田公民館前,,小田郡矢掛町,小田郡矢掛町南山田,
5142,三宅（ごみＳ）,,小田郡矢掛町,小田郡矢掛町里山田,
5143,宮本,,小田郡矢掛町,小田郡矢掛町西川面,
5144,向山（ごみＳ）,,小田郡矢掛町,小田郡矢掛町東川面,
5145,名講瀬（ごみＳ）,,小田郡矢掛町,小田郡矢掛町東川面,
5146,望橋南詰,,小田郡矢掛町,小田郡矢掛町小林,
5147,矢掛,,小田郡矢掛町,小田郡矢掛町東川面,
5148,矢掛高校入口,,小田郡矢掛町,小田郡矢掛町矢掛,
5149,矢掛高前,,小田郡矢掛町,小田郡矢掛町矢掛,
5150,矢掛商店街東,,小田郡矢掛町,小田郡矢掛町矢掛,
5151,矢掛神社前,,小田郡矢掛町,小田郡矢掛町矢掛,
5152,矢掛中町,,小田郡矢掛町,小田郡矢掛町矢掛,
5153,矢掛西町,,小田郡矢掛町,小田郡矢掛町矢掛,
5154,矢掛バスセンター,,小田郡矢掛町,小田郡矢掛町東川面,
5155,矢掛病院前,,小田郡矢掛町,小田郡矢掛町矢掛,
5156,矢神公会堂,,小田郡矢掛町,小田郡矢掛町浅海,
5157,矢高前,,小田郡矢掛町,小田郡矢掛町矢掛,
5158,弥高上,,小田郡矢掛町,小田郡矢掛町横谷,
5159,弥高下,,小田郡矢掛町,小田郡矢掛町横谷,
5160,弥高中,,小田郡矢掛町,小田郡矢掛町横谷,
5161,矢原,,小田郡矢掛町,小田郡矢掛町上高末,
5162,山口上,,小田郡矢掛町,小田郡矢掛町上高末,
5163,山口下,,小田郡矢掛町,小田郡矢掛町上高末,
5164,山口中,,小田郡矢掛町,小田郡矢掛町上高末,
5165,山田公民館,,小田郡矢掛町,小田郡矢掛町里山田,
5166,山手公会堂,,小田郡矢掛町,小田郡矢掛町浅海,
5167,山根公会堂,,小田郡矢掛町,小田郡矢掛町横谷,
5168,山ノ神池,,小田郡矢掛町,小田郡矢掛町江良,
5169,山ノ神西,,小田郡矢掛町,小田郡矢掛町江良,
5170,八幡谷公会堂,,小田郡矢掛町,小田郡矢掛町小田,
5171,八幡谷第三,,小田郡矢掛町,小田郡矢掛町小田,
5172,八幡谷第三入口,,小田郡矢掛町,小田郡矢掛町小田,
5173,八幡谷第四（山田）,,小田郡矢掛町,小田郡矢掛町小田,
5174,行部公会堂,,小田郡矢掛町,小田郡矢掛町東三成,
5175,ゆくべ住宅,,小田郡矢掛町,小田郡矢掛町東三成,
5176,湯田（ごみＳ）,,小田郡矢掛町,小田郡矢掛町小林,
5177,慶知庵,,小田郡矢掛町,小田郡矢掛町横谷,
5178,嘉戸,,小田郡矢掛町,小田郡矢掛町上高末,
5179,老人センター,,小田郡矢掛町,小田郡矢掛町矢掛,
5180,六反,,小田郡矢掛町,小田郡矢掛町本堀,
5181,若林上（上池）,,小田郡矢掛町,小田郡矢掛町矢掛,
5182,若林公会堂,,小田郡矢掛町,小田郡矢掛町矢掛,
5183,脇本陣,,小田郡矢掛町,小田郡矢掛町矢掛,
5184,鷲田,,小田郡矢掛町,小田郡矢掛町東川面,
5185,和田,,小田郡矢掛町,小田郡矢掛町矢掛,
5186,JA前,,新見市,新見市高尾２４８８,
5187,青木作業所,,新見市,新見市哲多町蚊家,
5188,青地,,新見市,新見市菅生,
5189,青谷集会所,,新見市,新見市哲西町畑木,
5190,赤谷集会所,,新見市,新見市哲西町上神代,
5191,赤松,,新見市,新見市大佐大井野,
5192,赤馬,,新見市,新見市豊永赤馬,
5193,赤馬口,,新見市,新見市豊永佐伏,
5194,浅尾田,,新見市,新見市哲西町上神代,
5195,朝間,,新見市,新見市千屋,
5196,足立駅,,新見市,新見市足立,
5197,足立駅前,,新見市,新見市足立,
5198,足立会館,,新見市,新見市足立,
5199,足立上,,新見市,新見市足立,
5200,足立郵便局,,新見市,新見市足立,
5201,阿曽毛橋,,新見市,新見市哲多町蚊家,
5202,阿福,,新見市,新見市菅生,
5203,天原,,新見市,新見市菅生,
5204,天原下,,新見市,新見市菅生,
5205,荒堀,,新見市,新見市正田,
5206,荒掘集会所,,新見市,新見市哲西町矢田,
5207,新屋,,新見市,新見市土橋,
5208,新屋坂,,新見市,新見市神郷高瀬,
5209,新屋原,,新見市,新見市土橋,
5210,安藤橋,,新見市,新見市大佐布瀬,
5211,生きがいセンター前,,新見市,新見市上熊谷,
5212,井倉駅,,新見市,新見市井倉,
5213,井倉市民センター,,新見市,新見市井倉,
5214,井倉診療所,,新見市,新見市井倉,
5215,井倉洞,,新見市,新見市井倉,
5216,井倉洞前,,新見市,新見市井倉,
5217,井倉野,,新見市,新見市井倉,
5218,井倉郵便局前,,新見市,新見市井倉,
5219,育霊神社下,,新見市,新見市哲西町大野部,
5220,石蟹,,新見市,新見市石蟹,
5221,石蟹上,,新見市,新見市石蟹,
5222,石蟹下,,新見市,新見市石蟹,
5223,石原,,新見市,新見市坂本,
5224,井高,,新見市,新見市法曽,
5225,市岡駅,,新見市,新見市哲西町上神代,
5226,一中北,,新見市,新見市高尾,
5227,一中前,,新見市,新見市高尾,
5228,井手口,,新見市,新見市石蟹,
5229,井戸口,,新見市,新見市哲多町荻尾,
5230,犬石,,新見市,新見市上熊谷,
5231,井上前,,新見市,新見市哲西町八鳥,
5232,井下集会所,,新見市,新見市哲西町矢田,
5233,井原,,新見市,新見市千屋井原,
5234,井原,,新見市,新見市哲多町荻尾,
5235,井原橋,,新見市,新見市哲多町荻尾,
5236,今井三差路,,新見市,新見市大佐田治部,
5237,今見,,新見市,新見市正田,
5238,芋原,,新見市,新見市足立,
5239,医療生協前,,新見市,新見市新見,
5240,岩中,,新見市,新見市草間,
5241,岩中老人憩いの家,,新見市,新見市草間,
5242,岩原,,新見市,新見市千屋実,
5243,岩本,,新見市,新見市豊永佐伏,
5244,岩屋,,新見市,新見市神郷下神代,
5245,岩山駅,,新見市,新見市上熊谷,
5246,植木松,,新見市,新見市草間,
5247,氏名戸,,新見市,新見市土橋,
5248,後原入口,,新見市,新見市哲多町田淵,
5249,宇山,,新見市,新見市豊永宇山,
5250,浦児,,新見市,新見市大佐布瀬,
5251,うるし原,,新見市,新見市大佐田治部,
5252,運動公園口,,新見市,新見市下熊谷,
5253,エイトプラザ,,新見市,新見市大佐小阪部,
5254,江道橋,,新見市,新見市新見,
5255,榎橋,,新見市,新見市哲西町大野部,
5256,円田,,新見市,新見市坂本,
5257,大栢,,新見市,新見市法曽,
5258,大茅集会所,,新見市,新見市哲西町上神代,
5259,大草,,新見市,新見市豊永宇山,
5260,大熊,,新見市,新見市神郷油野,
5261,大佐,,新見市,新見市大佐田治部,
5262,大佐診療所,,新見市,新見市大佐小阪部,
5263,大佐中学校前,,新見市,新見市大佐永富,
5264,太田,,新見市,新見市上熊谷,
5265,大竹口,,新見市,新見市哲西町大竹,
5266,大竹集会所,,新見市,新見市哲西町大竹,
5267,大谷,,新見市,新見市菅生,
5268,大谷新見前,,新見市,新見市哲多町老栄,
5269,太田病院前,,新見市,新見市西方,
5270,大津会館,,新見市,新見市大佐上刑部,
5271,大西三叉路,,新見市,新見市哲多町花木,
5272,大野部振興センター,,新見市,新見市哲西町大野部,
5273,大畑,,新見市,新見市上熊谷,
5274,大原（神郷高瀬）,,新見市,新見市神郷高瀬,
5275,大原（草間）,,新見市,新見市草間,
5276,大原（菅生）,,新見市,新見市菅生,
5277,大原サブセンター,,新見市,新見市草間,
5278,大原直売所,,新見市,新見市草間,
5279,大原東,,新見市,新見市草間,
5280,大山,,新見市,新見市哲多町田淵,
5281,大山口,,新見市,新見市哲多町田淵,
5282,岡本,,新見市,新見市足見,
5283,荻尾口,,新見市,新見市哲多町荻尾,
5284,荻尾公会堂,,新見市,新見市哲多町荻尾,
5285,奥,,新見市,新見市哲西町矢田,
5286,奥田井屋,,新見市,新見市神郷油野,
5287,奥谷,,新見市,新見市大佐小阪部,
5288,奥谷口,,新見市,新見市神郷釜村,
5289,刑部駅,,新見市,新見市大佐小阪部,
5290,刑部小学校,,新見市,新見市大佐永富,
5291,押合,,新見市,新見市神郷釜村,
5292,落合,,新見市,新見市大佐上刑部,
5293,御茶屋橋,,新見市,新見市高尾,
5294,御洞分れ,,新見市,新見市大佐上刑部,
5295,小原,,新見市,新見市菅生,異字注意
5296,尾原,,新見市,新見市大佐田治部,異字注意
5297,改新入口,,新見市,新見市哲多町大野,
5298,改新口,,新見市,新見市哲多町大野,
5299,改新集会所,,新見市,新見市哲多町大野,
5300,貝田,,新見市,新見市哲西町矢田,
5301,柏,,新見市,新見市法曽,
5302,加勢坂,,新見市,新見市千屋実,
5303,角西井交差点,,新見市,新見市大佐小阪部,
5304,金谷上,,新見市,新見市金谷,
5305,金谷下,,新見市,新見市金谷,
5306,金田医院,,新見市,新見市大佐永富,
5307,金藤,,新見市,新見市大佐小阪部,
5308,上井倉,,新見市,新見市井倉,
5309,上市,,新見市,新見市上市,
5310,上市市民センター,,新見市,新見市上市,
5311,上市郵便局,,新見市,新見市上市,
5312,上大原,,新見市,新見市神郷高瀬,
5313,上和忠,,新見市,新見市神郷釜村,
5314,上組県道口,,新見市,新見市土橋,
5315,上黒谷,,新見市,新見市上熊谷,
5316,守下前,,新見市,新見市哲西町畑木,
5317,上忠入口,,新見市,新見市哲多町老栄,
5318,上忠口,,新見市,新見市哲多町老栄,
5319,上中,,新見市,新見市足見,
5320,上南北,,新見市,新見市哲多町田淵,
5321,上西谷,,新見市,新見市菅生,
5322,上法ヶ峠,,新見市,新見市下熊谷,
5323,紙屋,,新見市,新見市豊永赤馬,
5324,上油野,,新見市,新見市神郷油野,
5325,上油野口,,新見市,新見市神郷油野,
5326,上吉川,,新見市,新見市足立,
5327,唐松,,新見市,新見市唐松,
5328,川合,,新見市,新見市唐松３０１５－１,
5329,川上,,新見市,新見市哲多町矢戸,
5330,川東,,新見市,新見市哲西町大野部,
5331,川南,,新見市,新見市哲西町大野部,
5332,川向,,新見市,新見市菅生,
5333,河原,,新見市,新見市神郷下神代,
5334,河原上,,新見市,新見市神郷下神代,
