,都道府県名,市区町村名,大字町丁目名,住所コード,"都道府県+
市区町村",大字・町,丁目,,市区町村コード,"大字町丁目
コード",Bゾーンコード,,,Bゾーン名称,,1.買物・娯楽施設,2.交通・物流施設,3.公共施設,4.その他,*
,岡山県,岡山市北区,下内田町,33101 090 00,33101,090,00,,33101,331010090000,33,101,02,岡山市北区２区,,,,,,*
,岡山県,岡山市北区,下高田,33101 091 00,33101,091,00,,33101,331010091000,33,101,16,岡山市北区１６区,,,,,,*
,岡山県,岡山市北区,下土田,33101 092 00,33101,092,00,,33101,331010092000,33,101,15,岡山市北区１５区,,,,,,*
,岡山県,岡山市北区,下中野,33101 093 00,33101,093,00,,33101,331010093000,33,101,09,岡山市北区９区,,ベスト電器岡山本店,,,,*
,岡山県,岡山市北区,下牧,33101 094 00,33101,094,00,,33101,331010094000,33,101,11,岡山市北区１１区,,,,,,*
,岡山県,岡山市北区,宿,33101 095 00,33101,095,00,,33101,331010095000,33,101,11,岡山市北区１１区,,,陸上自衛隊三軒屋駐屯地,,,*
,岡山県,岡山市北区,宿本町,33101 096 00,33101,096,00,,33101,331010096000,33,101,05,岡山市北区５区,,,,,,*
,岡山県,岡山市北区,庄田,33101 097 00,33101,097,00,,33101,331010097000,33,101,16,岡山市北区１６区,,,,,,*
,岡山県,岡山市北区,昭和町,33101 098 00,33101,098,00,,33101,331010098000,33,101,07,岡山市北区７区,,,,,,*
,岡山県,岡山市北区,白石,33101 099 00,33101,099,00,,33101,331010099000,33,101,20,岡山市北区２０区,,,,,,*
,岡山県,岡山市北区,白石西新町,33101 100 00,33101,100,00,,33101,331010100000,33,101,20,岡山市北区２０区,,,,,,*
,岡山県,岡山市北区,白石東新町,33101 101 00,33101,101,00,,33101,331010101000,33,101,20,岡山市北区２０区,,,,,,*
,岡山県,岡山市北区,新庄上,33101 102 00,33101,102,00,,33101,331010102000,33,101,15,岡山市北区１５区,,,,,,*
,岡山県,岡山市北区,新庄下,33101 103 00,33101,103,00,,33101,331010103000,33,101,15,岡山市北区１５区,,,,,,*
,岡山県,岡山市北区,新道,33101 104 00,33101,104,00,,33101,331010104000,33,101,02,岡山市北区２区,,,,,,*
,岡山県,岡山市北区,新屋敷町一丁目,33101 105 01,33101,105,01,,33101,331010105001,33,101,08,岡山市北区８区,,,,,,*
,岡山県,岡山市北区,新屋敷町二丁目,33101 105 02,33101,105,02,,33101,331010105002,33,101,08,岡山市北区８区,,,,,,*
,岡山県,岡山市北区,新屋敷町三丁目,33101 105 03,33101,105,03,,33101,331010105003,33,101,08,岡山市北区８区,,,,,,*
,岡山県,岡山市北区,菅野,33101 106 00,33101,106,00,,33101,331010106000,33,101,18,岡山市北区１８区,,岡山空港ゴルフコース,,,,*
,岡山県,岡山市北区,杉谷,33101 107 00,33101,107,00,,33101,331010107000,33,101,16,岡山市北区１６区,,,,,,*
,岡山県,岡山市北区,清輝橋一丁目,33101 108 01,33101,108,01,,33101,331010108001,33,101,02,岡山市北区２区,,,,,,*
,岡山県,岡山市北区,清輝橋二丁目,33101 108 02,33101,108,02,,33101,331010108002,33,101,02,岡山市北区２区,,,,,,*
,岡山県,岡山市北区,清輝橋三丁目,33101 108 03,33101,108,03,,33101,331010108003,33,101,02,岡山市北区２区,,,,,,*
,岡山県,岡山市北区,清輝橋四丁目,33101 108 04,33101,108,04,,33101,331010108004,33,101,02,岡山市北区２区,,,,,,*
,岡山県,岡山市北区,清輝本町,33101 109 00,33101,109,00,,33101,331010109000,33,101,02,岡山市北区２区,,,,,,*
,岡山県,岡山市北区,清心町,33101 110 00,33101,110,00,,33101,331010110000,33,101,04,岡山市北区４区,,,,,,*
,岡山県,岡山市北区,船頭町,33101 111 00,33101,111,00,,33101,331010111000,33,101,02,岡山市北区２区,,,,,,*
,岡山県,岡山市北区,惣爪,33101 112 00,33101,112,00,,33101,331010112000,33,101,15,岡山市北区１５区,,,,,,*
,岡山県,岡山市北区,大安寺中町,33101 113 00,33101,113,00,,33101,331010113000,33,101,06,岡山市北区６区,,,,,,*
,岡山県,岡山市北区,大安寺西町,33101 114 00,33101,114,00,,33101,331010114000,33,101,06,岡山市北区６区,,,,,,*
,岡山県,岡山市北区,大安寺東町,33101 115 00,33101,115,00,,33101,331010115000,33,101,06,岡山市北区６区,,,,,,*
,岡山県,岡山市北区,大安寺南町一丁目,33101 116 01,33101,116,01,,33101,331010116001,33,101,06,岡山市北区６区,,,,,,*
,岡山県,岡山市北区,大安寺南町二丁目,33101 116 02,33101,116,02,,33101,331010116002,33,101,06,岡山市北区６区,,ケーズデンキ岡山大安寺店,,,,*
,岡山県,岡山市北区,大学町,33101 117 00,33101,117,00,,33101,331010117000,33,101,02,岡山市北区２区,,,,,,*
,岡山県,岡山市北区,大供一丁目,33101 118 01,33101,118,01,,33101,331010118001,33,101,02,岡山市北区２区,,,,岡山市役所、岡山市北区役所,,*
,岡山県,岡山市北区,大供二丁目,33101 118 02,33101,118,02,,33101,331010118002,33,101,02,岡山市北区２区,,,,,,*
,岡山県,岡山市北区,大供三丁目,33101 118 03,33101,118,03,,33101,331010118003,33,101,02,岡山市北区２区,,,,,,*
,岡山県,岡山市北区,大供表町,33101 119 00,33101,119,00,,33101,331010119000,33,101,02,岡山市北区２区,,,,,,*
,岡山県,岡山市北区,大供本町,33101 120 00,33101,120,00,,33101,331010120000,33,101,02,岡山市北区２区,,,,,,*
,岡山県,岡山市北区,高塚,33101 121 00,33101,121,00,,33101,331010121000,33,101,15,岡山市北区１５区,,,,,,*
,岡山県,岡山市北区,高野,33101 122 00,33101,122,00,,33101,331010122000,33,101,18,岡山市北区１８区,,,,,,*
,岡山県,岡山市北区,高松,33101 123 00,33101,123,00,,33101,331010123000,33,101,15,岡山市北区１５区,,,,,,*
,岡山県,岡山市北区,高松稲荷,33101 124 00,33101,124,00,,33101,331010124000,33,101,15,岡山市北区１５区,,,ＪＲ備中高松駅、ＪＲ足守駅,高松稲荷,,*
,岡山県,岡山市北区,高松田中,33101 125 00,33101,125,00,,33101,331010125000,33,101,15,岡山市北区１５区,,,岡山総社出入口,,,*
,岡山県,岡山市北区,高松原古才,33101 126 00,33101,126,00,,33101,331010126000,33,101,15,岡山市北区１５区,,,,,,*
,岡山県,岡山市北区,高柳西町,33101 127 00,33101,127,00,,33101,331010127000,33,101,06,岡山市北区６区,,,,,,*
,岡山県,岡山市北区,高柳東町,33101 128 00,33101,128,00,,33101,331010128000,33,101,07,岡山市北区７区,,ホームセンターコーナン高柳店,,,,*
,岡山県,岡山市北区,建部町市場,33101 129 00,33101,129,00,,33101,331010129000,33,101,25,岡山市北区２５区,,,,,,*
,岡山県,岡山市北区,建部町大田,33101 130 00,33101,130,00,,33101,331010130000,33,101,25,岡山市北区２５区,,,,,,*
,岡山県,岡山市北区,建部町小倉,33101 131 00,33101,131,00,,33101,331010131000,33,101,25,岡山市北区２５区,,,,,,*
,岡山県,岡山市北区,建部町川口,33101 132 00,33101,132,00,,33101,331010132000,33,101,25,岡山市北区２５区,,,,,,*
,岡山県,岡山市北区,建部町桜,33101 133 00,33101,133,00,,33101,331010133000,33,101,25,岡山市北区２５区,,,,,,*
,岡山県,岡山市北区,建部町三明寺,33101 134 00,33101,134,00,,33101,331010134000,33,101,25,岡山市北区２５区,,,,,,*
,岡山県,岡山市北区,建部町品田,33101 135 00,33101,135,00,,33101,331010135000,33,101,25,岡山市北区２５区,,,,,,*
,岡山県,岡山市北区,建部町下神目,33101 136 00,33101,136,00,,33101,331010136000,33,101,25,岡山市北区２５区,,,,,,*
,岡山県,岡山市北区,建部町建部上,33101 137 00,33101,137,00,,33101,331010137000,33,101,25,岡山市北区２５区,,,,,,*
,岡山県,岡山市北区,建部町田地子,33101 138 00,33101,138,00,,33101,331010138000,33,101,25,岡山市北区２５区,,,,,,*
,岡山県,岡山市北区,建部町鶴田,33101 139 00,33101,139,00,,33101,331010139000,33,101,25,岡山市北区２５区,,,,,,*
,岡山県,岡山市北区,建部町角石畝,33101 140 00,33101,140,00,,33101,331010140000,33,101,25,岡山市北区２５区,,,,,,*
,岡山県,岡山市北区,建部町角石谷,33101 141 00,33101,141,00,,33101,331010141000,33,101,25,岡山市北区２５区,,,,,,*
,岡山県,岡山市北区,建部町富沢,33101 142 00,33101,142,00,,33101,331010142000,33,101,25,岡山市北区２５区,,,,,,*
,岡山県,岡山市北区,建部町中田,33101 143 00,33101,143,00,,33101,331010143000,33,101,25,岡山市北区２５区,,,,,,*
,岡山県,岡山市北区,建部町西原,33101 144 00,33101,144,00,,33101,331010144000,33,101,25,岡山市北区２５区,,,,,,*
,岡山県,岡山市北区,建部町土師方,33101 145 00,33101,145,00,,33101,331010145000,33,101,25,岡山市北区２５区,,,,,,*
,岡山県,岡山市北区,建部町福渡,33101 146 00,33101,146,00,,33101,331010146000,33,101,25,岡山市北区２５区,,,,岡山市北区役所建部支所,,*
,岡山県,岡山市北区,建部町豊楽寺,33101 147 00,33101,147,00,,33101,331010147000,33,101,25,岡山市北区２５区,,,,,,*
,岡山県,岡山市北区,建部町宮地,33101 148 00,33101,148,00,,33101,331010148000,33,101,25,岡山市北区２５区,,,,,,*
,岡山県,岡山市北区,建部町吉田,33101 149 00,33101,149,00,,33101,331010149000,33,101,25,岡山市北区２５区,,,,,,*
,岡山県,岡山市北区,建部町和田南,33101 150 00,33101,150,00,,33101,331010150000,33,101,25,岡山市北区２５区,,,,,,*
,岡山県,岡山市北区,立田,33101 151 00,33101,151,00,,33101,331010151000,33,101,15,岡山市北区１５区,,,,,,*
,岡山県,岡山市北区,辰巳,33101 152 00,33101,152,00,,33101,331010152000,33,101,21,岡山市北区２１区,,,,,,*
,岡山県,岡山市北区,田中,33101 153 00,33101,153,00,,33101,331010153000,33,101,21,岡山市北区２１区,,,,岡山市立御南中学校,岡山職業能力開発促進センター,*
,岡山県,岡山市北区,谷万成一丁目,33101 154 01,33101,154,01,,33101,331010154001,33,101,07,岡山市北区７区,,,,万成病院,,*
,岡山県,岡山市北区,谷万成二丁目,33101 154 02,33101,154,02,,33101,331010154002,33,101,07,岡山市北区７区,,,,,,*
,岡山県,岡山市北区,田原,33101 155 00,33101,155,00,,33101,331010155000,33,101,18,岡山市北区１８区,,,,,,*
,岡山県,岡山市北区,玉柏,33101 156 00,33101,156,00,,33101,331010156000,33,101,11,岡山市北区１１区,,,ＪＲ備前原駅,,,*
,岡山県,岡山市北区,田益,33101 157 00,33101,157,00,,33101,331010157000,33,101,17,岡山市北区１７区,,岡山カントリークラブ桃の郷コース,,国立病院機構岡山医療センター,,*
,岡山県,岡山市北区,田町一丁目,33101 158 01,33101,158,01,,33101,331010158001,33,101,19,岡山市北区１９区,,,,,,*
,岡山県,岡山市北区,田町二丁目,33101 158 02,33101,158,02,,33101,331010158002,33,101,19,岡山市北区１９区,,,,,,*
,岡山県,岡山市北区,中央町,33101 159 00,33101,159,00,,33101,331010159000,33,101,19,岡山市北区１９区,,,,,,*
,岡山県,岡山市北区,津倉町一丁目,33101 160 01,33101,160,01,,33101,331010160001,33,101,07,岡山市北区７区,,,,,,*
,岡山県,岡山市北区,津倉町二丁目,33101 160 02,33101,160,02,,33101,331010160002,33,101,07,岡山市北区７区,,,,,,*
,岡山県,岡山市北区,津島,33101 161 00,33101,161,00,,33101,331010161000,33,101,04,岡山市北区４区,,,,,,*
,岡山県,岡山市北区,津島京町一丁目,33101 162 01,33101,162,01,,33101,331010162001,33,101,04,岡山市北区４区,,,,,,*
,岡山県,岡山市北区,津島京町二丁目,33101 162 02,33101,162,02,,33101,331010162002,33,101,04,岡山市北区４区,,,,,,*
,岡山県,岡山市北区,津島京町三丁目,33101 162 03,33101,162,03,,33101,331010162003,33,101,04,岡山市北区４区,,,,,,*
,岡山県,岡山市北区,津島桑の木町,33101 163 00,33101,163,00,,33101,331010163000,33,101,04,岡山市北区４区,,,,,,*
,岡山県,岡山市北区,津島笹が瀬,33101 164 00,33101,164,00,,33101,331010164000,33,101,04,岡山市北区４区,,,,,,*
,岡山県,岡山市北区,津島中一丁目,33101 165 01,33101,165,01,,33101,331010165001,33,101,04,岡山市北区４区,,,,国立岡山大学,,*
,岡山県,岡山市北区,津島中二丁目,33101 165 02,33101,165,02,,33101,331010165002,33,101,04,岡山市北区４区,,,,,,*
,岡山県,岡山市北区,津島中三丁目,33101 165 03,33101,165,03,,33101,331010165003,33,101,04,岡山市北区４区,,,,,,*
,岡山県,岡山市北区,津島新野一丁目,33101 166 01,33101,166,01,,33101,331010166001,33,101,04,岡山市北区４区,,,,,,*
,岡山県,岡山市北区,津島新野二丁目,33101 166 02,33101,166,02,,33101,331010166002,33,101,04,岡山市北区４区,,,,,,*
,岡山県,岡山市北区,津島西坂一丁目,33101 167 01,33101,167,01,,33101,331010167001,33,101,04,岡山市北区４区,,,,,,*
,岡山県,岡山市北区,津島西坂二丁目,33101 167 02,33101,167,02,,33101,331010167002,33,101,04,岡山市北区４区,,,,,,*
,岡山県,岡山市北区,津島西坂三丁目,33101 167 03,33101,167,03,,33101,331010167003,33,101,04,岡山市北区４区,,,,,,*
,岡山県,岡山市北区,津島東一丁目,33101 168 01,33101,168,01,,33101,331010168001,33,101,04,岡山市北区４区,,,,,,*
,岡山県,岡山市北区,津島東二丁目,33101 168 02,33101,168,02,,33101,331010168002,33,101,04,岡山市北区４区,,,,,,*
,岡山県,岡山市北区,津島東三丁目,33101 168 03,33101,168,03,,33101,331010168003,33,101,04,岡山市北区４区,,,,,,*
,岡山県,岡山市北区,津島東四丁目,33101 168 04,33101,168,04,,33101,331010168004,33,101,04,岡山市北区４区,,,,,,*
,岡山県,岡山市北区,津島福居一丁目,33101 169 01,33101,169,01,,33101,331010169001,33,101,04,岡山市北区４区,,,,,,*
,岡山県,岡山市北区,津島福居二丁目,33101 169 02,33101,169,02,,33101,331010169002,33,101,04,岡山市北区４区,,,,,,*
,岡山県,岡山市北区,津島本町,33101 170 00,33101,170,00,,33101,331010170000,33,101,04,岡山市北区４区,,,,,,*
,岡山県,岡山市北区,津島南一丁目,33101 171 01,33101,171,01,,33101,331010171001,33,101,04,岡山市北区４区,,,,,,*
,岡山県,岡山市北区,津島南二丁目,33101 171 02,33101,171,02,,33101,331010171002,33,101,04,岡山市北区４区,,,,,,*
,岡山県,岡山市北区,津高,33101 172 00,33101,172,00,,33101,331010172000,33,101,17,岡山市北区１７区,,,,,,*
,岡山県,岡山市北区,津高台一丁目,33101 173 01,33101,173,01,,33101,331010173001,33,101,17,岡山市北区１７区,,,,,,*
,岡山県,岡山市北区,津高台二丁目,33101 173 02,33101,173,02,,33101,331010173002,33,101,17,岡山市北区１７区,,,,,,*
,岡山県,岡山市北区,津高台三丁目,33101 173 03,33101,173,03,,33101,331010173003,33,101,17,岡山市北区１７区,,,,,,*
,岡山県,岡山市北区,津高台四丁目,33101 173 04,33101,173,04,,33101,331010173004,33,101,17,岡山市北区１７区,,,,,,*
,岡山県,岡山市北区,津寺,33101 174 00,33101,174,00,,33101,331010174000,33,101,15,岡山市北区１５区,,,,,,*
,岡山県,岡山市北区,天神町,33101 175 00,33101,175,00,,33101,331010175000,33,101,01,岡山市北区１区,,,,,,*
,岡山県,岡山市北区,問屋町,33101 176 00,33101,176,00,,33101,331010176000,33,101,20,岡山市北区２０区,,,,,協同組合岡山県卸センター,*
,岡山県,岡山市北区,十日市中町,33101 177 00,33101,177,00,,33101,331010177000,33,101,03,岡山市北区３区,,,,,,*
,岡山県,岡山市北区,十日市西町,33101 178 00,33101,178,00,,33101,331010178000,33,101,10,岡山市北区１０区,,,,,,*
,岡山県,岡山市北区,十日市東町,33101 179 00,33101,179,00,,33101,331010179000,33,101,03,岡山市北区３区,,,,,,*
,岡山県,岡山市北区,磨屋町,33101 180 00,33101,180,00,,33101,331010180000,33,101,01,岡山市北区１区,,,,,,*
,岡山県,岡山市北区,富田,33101 181 00,33101,181,00,,33101,331010181000,33,101,03,岡山市北区３区,,,,,,*
,岡山県,岡山市北区,富原,33101 182 00,33101,182,00,,33101,331010182000,33,101,17,岡山市北区１７区,,,岡山出入口,,,*
,岡山県,岡山市北区,富町一丁目,33101 183 01,33101,183,01,,33101,331010183001,33,101,07,岡山市北区７区,,,,,,*
,岡山県,岡山市北区,富町二丁目,33101 183 02,33101,183,02,,33101,331010183002,33,101,07,岡山市北区７区,,,,,,*
,岡山県,岡山市北区,富吉,33101 184 00,33101,184,00,,33101,331010184000,33,101,18,岡山市北区１８区,,,,,,*
,岡山県,岡山市北区,富田町一丁目,33101 185 01,33101,185,01,,33101,331010185001,33,101,01,岡山市北区１区,,,,,,*
,岡山県,岡山市北区,富田町二丁目,33101 185 02,33101,185,02,,33101,331010185002,33,101,01,岡山市北区１区,,,,,,*
,岡山県,岡山市北区,中井町一丁目,33101 186 01,33101,186,01,"南区に中井,中井一～四丁目あり",33101,331010186001,33,101,05,岡山市北区５区,,,,,,*
,岡山県,岡山市北区,中井町二丁目,33101 186 02,33101,186,02,"南区に中井,中井一～四丁目あり",33101,331010186002,33,101,05,岡山市北区５区,,天満屋ハピータウン岡北店,,,,*
,岡山県,岡山市北区,中山下一丁目,33101 187 01,33101,187,01,,33101,331010187001,33,101,01,岡山市北区１区,,岡山ロッツ,,,ＮＴＴクレド岡山ビル,*
,岡山県,岡山市北区,中山下二丁目,33101 187 02,33101,187,02,,33101,331010187002,33,101,19,岡山市北区１９区,,,,岡山中央郵便局,,*
,岡山県,岡山市北区,中島田町一丁目,33101 188 01,33101,188,01,,33101,331010188001,33,101,02,岡山市北区２区,,,,,,*
,岡山県,岡山市北区,中島田町二丁目,33101 188 02,33101,188,02,,33101,331010188002,33,101,02,岡山市北区２区,,,,,,*
,岡山県,岡山市北区,中仙道,33101 189 00,33101,189,00,,33101,331010189000,33,101,20,岡山市北区２０区,,,,,,*
,岡山県,岡山市北区,中仙道一丁目,33101 190 01,33101,190,01,,33101,331010190001,33,101,20,岡山市北区２０区,,,,,,*
,岡山県,岡山市北区,中仙道二丁目,33101 190 02,33101,190,02,,33101,331010190002,33,101,20,岡山市北区２０区,,,,,,*
,岡山県,岡山市北区,中撫川,33101 191 00,33101,191,00,,33101,331010191000,33,101,12,岡山市北区１２区,,,,,,*
,岡山県,岡山市北区,長野,33101 192 00,33101,192,00,,33101,331010192000,33,101,13,岡山市北区１３区,,,,,,*
,岡山県,岡山市北区,中原,33101 193 00,33101,193,00,,33101,331010193000,33,101,11,岡山市北区１１区,,,,,,*
,岡山県,岡山市北区,中牧,33101 194 00,33101,194,00,,33101,331010194000,33,101,11,岡山市北区１１区,,,,,,*
,岡山県,岡山市北区,撫川,33101 195 00,33101,195,00,,33101,331010195000,33,101,12,岡山市北区１２区,,,,,,*
,岡山県,岡山市北区,七日市西町,33101 196 00,33101,196,00,,33101,331010196000,33,101,03,岡山市北区３区,,,,,,*
,岡山県,岡山市北区,七日市東町,33101 197 00,33101,197,00,,33101,331010197000,33,101,03,岡山市北区３区,,,,,,*
,岡山県,岡山市北区,楢津,33101 198 00,33101,198,00,,33101,331010198000,33,101,14,岡山市北区１４区,,ザ・ビッグ岡山一宮店,,岡山県立岡山一宮高等学校,,*
